show_id,imdb_title_id,title,genre,duration_imdb,director,actors,release_year,rating,description_net,description_imdb,country_imdb,language,date_added,avg_vote,votes
60000440,tt0175880,Magnolia,Drama,188,Paul Thomas Anderson,"Pat Healy, Genevieve Zweig, Mark Flanagan, Neil Flynn, Rod McLachlan, Allan Graf, Patton Oswalt, Raymond 'Big Guy' Gonzales, Brad Hunt, Jim Meskimen, Chris O'Hara, Clement Blake, Frank Elmore, John Kraft Seitz, Cory Buck",1999,R,"Through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives.","An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",USA,"English, German, French",2020-01-01,8.0,274201
81217437,tt0085896,Mandi,"Comedy, Drama",167,Shyam Benegal,"Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri, Kulbhushan Kharbanda, Saeed Jaffrey, Om Puri, Sreela Majumdar, Neena Gupta, Gita Siddharth, Sunila Pradhan, Soni Razdan, Anita Kanwar, Ratna Pathak Shah, Pankaj Kapur",1983,TV-MA,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.","This classic film is based on a classic Urdu short story 'Aanandi' by Pakistani writer Ghulam Abbas. It deals with a brothel at the heart of a city, in an area that some politicians want ...",India,Hindi,2020-01-01,7.6,590
60000480,tt0178737,Mansfield Park,"Comedy, Drama, Romance",112,Patricia Rozema,"Hannah Taylor Gordon, Talya Gordon, Lindsay Duncan, Bruce Byron, James Purefoy, Sheila Gish, Harold Pinter, Elizabeth Eaton, Elizabeth Earl, Philip Sarson, Amelia Warner, Frances O'Connor, Jonny Lee Miller, Victoria Hamilton, Hugh Bonneville",1999,PG-13,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.","At 10, Fanny Price, a poor relation, goes to live at Mansfield Park, the estate of her aunt's husband, Sir Thomas. Clever, studious, and a writer with an ironic imagination and fine moral ...",UK,English,2020-01-01,7.1,20332
70021634,tt0369735,Monster-in-Law,"Comedy, Romance",101,Robert Luketic,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur, Annie Parisse, Will Arnett, Elaine Stritch, Stephen Dunham, Randee Heller, Mark Moses, Tomiko Fraser, Rochelle Flexer, Wayne Nickel",2005,PG-13,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.","USA, Germany",English,2020-01-01,5.5,53360
70112500,tt1182345,Moon,"Drama, Mystery, Sci-Fi",97,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw, Adrienne Shaw, Kaya Scodelario, Benedict Wong, Matt Berry, Malcolm Stewart, Robin Chalk",2009,R,"As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things.","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.","UK, USA","English, Spanish",2020-01-01,7.9,317442
786137,tt0102492,My Girl,"Comedy, Drama, Family",102,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones, Tom Villard, Lara Steinick, Kristian Truelsen, David Caprita, Jody Wilson",1991,PG-13,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,"A young girl, on the threshold of her teen years, finds her life turning upside down, when she is accompanied by an unlikely friend.",USA,English,2020-01-01,6.9,67336
60034568,tt0363282,New York Minute,"Comedy, Crime, Family",91,Dennie Gordon,"Ashley Olsen, Mary-Kate Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne, Joey Klein, Neil Crone",2004,PG,"When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.","Two very different twin sisters haven't spent a day together in years. That changes the day they have to go to NYC and everything goes wrong - chased by a truancy officer, a killer wanting a chip back and two nice young guys.",USA,English,2020-01-01,4.9,20658
70050507,tt0457430,Pan's Labyrinth,"Drama, Fantasy, War",118,Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Ivan Massagué, Gonzalo Uriarte, Eusebio Lázaro, Francisco Vidal, Juanjo Cucalón, Lina Mira",2006,R,Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.","Mexico, Spain",Spanish,2020-01-01,8.2,583872
70125581,tt1179904,Paranormal Activity,"Horror, Mystery, Thriller",86,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong, Ashley Palmer",2007,R,"When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.","After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",USA,English,2020-01-01,6.3,211267
846071,tt0105112,Patriot Games,"Action, Thriller",117,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris, Alex Norton, Hugh Fraser, David Threlfall, Alun Armstrong",1992,R,CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",USA,English,2020-01-01,6.9,96014
81140307,tt7541708,Posesif,"Drama, Romance",102,Edwin,"Putri Marino, Adipati Dolken, Griselda Agatha, Chicco Kurniawan, Cut Mini Theo, Yayu A.W. Unru, Ismail Basbeth, Maulidina Putri, Herlyani Dias Sukmahati, Pranarta, Iedham Abditama, Radit Oza Zakaria, Tyas Nurmara, Tri Anggoro, Adil Ibra",2017,TV-14,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,"Lala is a platform diving athlete in her final year of high school when she meets Yudhis, a transfer student. The initial romance blossoms, but something about Yudhis is unfolding one by one.",Indonesia,Indonesian,2020-01-01,7.3,614
70128695,tt1220634,Resident Evil: Afterlife,"Action, Adventure, Horror",96,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller, Sienna Guillory, Kacey Clarke, Norman Yeung, Fulvio Cecere, Raymond Olubawale, Christopher Kano, Tatsuya Goke",2010,R,"The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap.","While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.","Germany, France, USA, Canada, UK","English, Japanese, Spanish",2020-01-01,5.8,155487
80095807,tt4642044,Riot,Action,87,John Lyde,"Matthew Reese, Dolph Lundgren, Danielle C. Ryan, Chuck Liddell, Michael Flynn, Renny Grames, Eve Mauro, Melanie Stone, Michaela McAllister, Amy Sturdivant, D.L. Walker, Andrew Troy, Paris Warner, Nikita Bogolyubov, Chris Rueckert",2015,TV-MA,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life.",Copper Jack Stone purposefully orchestrates a bank robbery in order to be thrown into prison with the notorious Russian kingpin Balam. Balam is more than just a mob criminal; he's a very ...,USA,English,2020-01-01,5.1,2267
60000870,tt0175142,Scary Movie,Comedy,88,Keenen Ivory Wayans,"Carmen Electra, Dave Sheridan, Frank B. Moore, Giacomo Baessato, Kyle Graham, Leanne Santos, Mark McConchie, Karen Kruper, Anna Faris, Jon Abrahams, Rick Ducommun, Regina Hall, Marlon Wayans, Shannon Elizabeth, Lloyd Berry",2000,R,"The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie.","A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",USA,English,2020-01-01,6.2,219526
60035996,tt0108162,Sliver,"Drama, Thriller",107,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis, Nicholas Pryor, Anne Betancourt, Tony Peck, Frantz Turner, Melvyn Kinder",1993,R,"A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored.","A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.",USA,English,2020-01-01,5.0,27020
60000409,tt0184907,Snow Day,"Adventure, Comedy, Family",89,Chris Koch,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck, Jade Yorker, Damian Young, Connor Matheus, J. Adam Brown, Emmanuelle Chriqui",2000,PG,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.","When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",USA,English,2020-01-01,5.1,10861
60022396,tt0105488,Strictly Ballroom,"Comedy, Drama, Music",94,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan, Sonia Kruger, Kris McQuade, Pip Mushin, Leonie Page, Antonio Vargas, Armonia Benedito, Jack Webster",1992,PG,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.",A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,"Australia, UK","English, Spanish",2020-01-01,7.1,23620
28631029,tt0164912,Stuart Little,"Adventure, Comedy, Family",84,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Chazz Palminteri, Steve Zahn, Jim Doughan, David Alan Grier, Bruno Kirby, Jennifer Tilly, Stan Freberg, Jeffrey Jones, Connie Ray, Allyce Beasley",1999,PG,Mr. and Mrs. Little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.","Germany, USA","English, Dutch",2020-01-01,5.9,118126
60022058,tt0243585,Stuart Little 2,"Animation, Adventure, Comedy",77,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Anna Hoelck, Ashley Hoelck, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn, Marc John Jefferies, Angelo Massagli, Jim Doughan, Brad Garrett, Conan McCarty",2002,PG,"Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster.",Stuart and Snowbell set out across town to rescue a friend.,USA,English,2020-01-01,5.4,46888
70077544,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Horror, Musical",116,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders, Gracie May, Ava May, Gabriella Freeman, Jody Halse, Aron Paramor, Lee Whitlock",2007,R,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London.","The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett.","USA, UK","English, Italian",2020-01-01,7.3,327790
60023856,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Action, Adventure, Comedy",88,Michael Pressman,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden, Kenn Scott, Mark Caso, Kevin Clash, Ernie Reyes Jr., François Chau, Toshishiro Obata, Raymond Serra, Mark Ginther, Kurt Bryant, Kevin Nash, Joseph Amodei",1991,PG,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants.","The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.","USA, Hong Kong",English,2020-01-01,6.0,48635
60029154,tt0181852,Terminator 3: Rise of the Machines,"Action, Sci-Fi",109,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford, Carolyn Hennesy, Jay Acovone, M.C. Gainey, Susan Merson, Elizabeth Morehead",2003,R,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.",A cybernetic warrior from a post-apocalyptic future travels back in time to protect a 25-year old drifter and his future wife from a most advanced robotic assassin and to ensure they both survive a nuclear attack.,"USA, Germany, UK",English,2020-01-01,6.3,359095
70103524,tt0438488,Terminator Salvation,"Action, Sci-Fi",115,McG,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Jadagrace, Bryce Dallas Howard, Common, Jane Alexander, Michael Ironside, Ivan G'Vera, Chris Browning, Dorian Nkono, Beth Bailey, Victor J. Ho",2009,PG-13,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots.","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?","USA, Germany, UK, Italy","English, Italian",2020-01-01,6.5,328528
70021631,tt0384806,The Amityville Horror,Horror,90,Andrew Douglas,"Ryan Reynolds, Melissa George, Jesse James, Jimmy Bennett, Chloë Grace Moretz, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, Annabel Armour, Rich Komenich, David Gee, Danny McCarthy, Nancy Lollar, José Taitano",2005,R,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons.",Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,USA,English,2020-01-01,6.0,100827
404067,tt0115963,The Craft,"Drama, Fantasy, Horror",101,Andrew Fleming,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True, Skeet Ulrich, Christine Taylor, Breckin Meyer, Nathaniel Marston, Cliff De Young, Assumpta Serna, Helen Shaver, Jeanine Jackson, Brenda Strong, Elizabeth Guber, Jennifer Greenhut",1996,R,"At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents.","A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.",USA,"English, French",2020-01-01,6.3,70402
70020296,tt0104036,The Crying Game,"Crime, Drama, Romance",112,Neil Jordan,"Forest Whitaker, Miranda Richardson, Stephen Rea, Adrian Dunbar, Breffni McKenna, Joe Savino, Birdy Sweeney, Jaye Davidson, Andrée Bernard, Jim Broadbent, Ralph Brown, Tony Slattery, Jack Carr, Josephine White, Shar Campbell",1992,R,"IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love.","A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world.","UK, Japan, USA",English,2020-01-01,7.2,48197
70021652,tt0377818,The Dukes of Hazzard,Comedy,104,Jay Chandrasekhar,"Johnny Knoxville, Seann William Scott, Alice Greczyn, Steve Lemme, Michael Weston, Mitch Braswell, Michael Roof, Jessica Simpson, Rusty Tennant, Dolan Wilson, James Roday, Heather Hemmens, David Leitch, A.J. Foyt IV, M.C. Gainey",2005,PG-13,"The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.","Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.",USA,English,2020-01-01,5.1,73252
70113006,tt1144884,The Final Destination,"Horror, Thriller",82,David R. Ellis,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Mykelti Williamson, Krista Allen, Andrew Fiscella, Justin Welborn, Stephanie Honoré, Lara Grice, Jackson Walker, Phil Austin, William Aguillard, Brendan Aguillard, Juan Kincaid",2009,R,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.","After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",USA,English,2020-01-01,5.2,91286
70105370,tt1058017,The Invention of Lying,"Comedy, Fantasy, Romance",100,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March, Ruben Santiago-Hudson, John Hodgman, Nate Corddry, Jimmi Simpson, Martin Starr",2009,PG-13,"In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.","A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain.",USA,English,2020-01-01,6.3,108865
60004484,tt0167260,The Lord of the Rings: The Return of the King,"Adventure, Drama, Fantasy",201,Peter Jackson,"Noel Appleby, Ali Astin, Sean Astin, David Aston, John Bach, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Sadwyn Brophy, Alistair Browning, Marton Csokas, Richard Edge, Jason Fitch, Bernard Hill",2003,PG-13,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"New Zealand, USA","English, Quenya, Old English, Sindarin",2020-01-01,8.9,1533574
60004483,tt0167261,The Lord of the Rings: The Two Towers,"Adventure, Drama, Fantasy",179,Peter Jackson,"Bruce Allpress, Sean Astin, John Bach, Sala Baker, Cate Blanchett, Orlando Bloom, Billy Boyd, Jed Brophy, Sam Comery, Brad Dourif, Calum Gittins, Bernard Hill, Bruce Hopkins, Paris Howe Strewe, Christopher Lee",2002,PG-13,"Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","New Zealand, USA","English, Sindarin, Old English",2020-01-01,8.7,1387154
5670479,tt0120746,The Mask of Zorro,"Action, Adventure, Comedy",136,Martin Campbell,"José María de Tavira, Diego Sieres, Emiliano Guerra, Yolanda Orizaga, Paco Morayta, William Marquez, Stuart Wilson, Tony Amendola, Anthony Hopkins, Pedro Altamirano, Luisa Huertas, María Fernández Cruz, Mónica Fernández Cruz, Julieta Rosen, Antonio Banderas",1998,PG-13,"An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.","A young thief (Antonio Banderas), seeking revenge for the death of his brother, is trained by the once great, but aged Zorro (Sir Anthony Hopkins), who also pursues vengeance of his own.","USA, Germany, Mexico",English,2020-01-01,6.7,159375
60001807,tt0095705,The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",85,David Zucker,"Leslie Nielsen, Priscilla Presley, Ricardo Montalban, George Kennedy, O.J. Simpson, Susan Beaubian, Nancy Marchand, Raye Birk, Jeannette Charles, Ed Williams, Tiny Ron, 'Weird Al' Yankovic, Leslie Maier, Winifred Freedman, Joe Grifasi",1988,PG-13,"In this slapstick comedy classic, hapless cop Frank Drebin causes more problems than he solves while trying to stop a plot to kill Queen Elizabeth II.",Incompetent police Detective Frank Drebin must foil an attempt to assassinate,USA,English,2020-01-01,7.6,139514
793907,tt0087781,The Natural,"Drama, Sport",138,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan, Alan Fudge, Paul Sullivan Jr., Rachel Hall, Robert Rich III, Michael Madsen",1984,PG,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,An unknown comes seemingly out of nowhere to become a legendary player with almost divine talent.,USA,English,2020-01-01,7.5,40703
20159719,tt0119874,The Peacemaker,"Action, Thriller",124,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany, Michael Boatman, Joan Copeland, Carlos Gómez, Armin Mueller-Stahl, Slavko Juraga",1997,R,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.",A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,USA,"English, Russian, Serbian, Bosnian, Croatian, Polish",2020-01-01,5.9,51791
60024914,tt0298130,The Ring,"Horror, Mystery",115,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran, Sandra Thigpen, Richard Lineback, Sasha Barrese, Tess Hall, Adam Brody",2002,PG-13,A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,USA,English,2020-01-01,7.1,304094
60000209,tt0134119,The Talented Mr. Ripley,"Crime, Drama, Thriller",139,Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston, Fiorello, Stefania Rocca, Ivano Marescotti, Anna Longhi, Alessandro Fabrizi",1999,R,"A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.","In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.",USA,"English, Italian",2020-01-01,7.4,165923
60033108,tt0100814,Tremors,"Comedy, Horror",96,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire, Robert Jayne, Charlotte Stewart, Tony Genaro, Ariana Richards, Richard Marcus, Victor Wong, Sunshine Parker, Michael Dan Wagner, Conrad Bachmann, Bibi Besch",1990,PG-13,"After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.,USA,English,2020-01-01,7.1,110642
1067876,tt0065126,True Grit,"Adventure, Drama, Western",128,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall, Dennis Hopper, Alfred Ryder, Strother Martin, Jeff Corey, Ron Soble, John Fiedler, James Westerfield, John Doucette, Donald Woods, Edith Atwater",1969,G,Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in Indian territory.",USA,English,2020-01-01,7.4,39569
70117902,tt1193138,Up in the Air,"Comedy, Drama, Romance",109,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Amy Morton, Melanie Lynskey, J.K. Simmons, Sam Elliott, Danny McBride, Zach Galifianakis, Chris Lowell, Steve Eastin, Marvin Young, Cut Chemist, Adrienne Lamping",2009,R,"Ryan Bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad Natalie.","Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.",USA,English,2020-01-01,7.4,304848
60001396,tt0161081,What Lies Beneath,"Drama, Fantasy, Horror",130,Robert Zemeckis,"Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar, Harrison Ford, Victoria Bidewell, Diana Scarwid, Dennison Samaroo, Jennifer Tung, Eliott Goretsky, Rachel Singer, Daniel Zelman, Ray Baker, Wendy Crewson, Amber Valletta",2000,PG-13,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.",The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,USA,English,2020-01-01,6.6,112097
22007250,tt0120891,Wild Wild West,"Action, Comedy, Sci-Fi",106,Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique Van Der Wal, Musetta Vander, Sofia Eng, Bai Ling, Garcelle Beauvais, Mike H. McGaughy, Jerry Wills, Rodney A. Grant, Buck Taylor",1999,PG-13,"Armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic Western.","The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",USA,English,2020-01-01,4.9,146479
60020949,tt0067992,Willy Wonka & the Chocolate Factory,"Family, Fantasy, Musical",100,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Nora Denney, Paris Themmen, Ursula Reit, Michael Bollner, Diana Sowle, Aubrey Woods, David Battley, Günter Meisner",1971,G,Zany Willy Wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,"USA, East Germany, West Germany","English, French, German, Italian",2020-01-01,7.8,165384
60011597,tt0111756,Wyatt Earp,"Adventure, Biography, Crime",191,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore, JoBeth Williams, Mare Winningham",1994,PG-13,"Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.",The story of Wyatt Earp as he interacts and battles other famous figures of the Wild West era.,USA,"English, Spanish",2020-01-01,6.7,42561
70100379,tt1068680,Yes Man,"Comedy, Romance",104,Peyton Reed,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby, Danny Masterson, Fionnula Flanagan, Terence Stamp, Sasha Alexander, Molly Sims, Brent Briscoe, Rocky Carroll, John Cothran, Spencer Garrett, Sean O'Bryan",2008,PG-13,"After a bitter divorce, a bank drone falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.","A man challenges himself to say ""yes"" to everything for an entire year.","USA, UK","English, Korean, Estonian",2020-01-01,6.8,315957
