show_id,imdb_title_id,title,genre,duration_imdb,director,actors,release_year,rating,description_net,description_imdb,country_imdb,language,date_added,avg_vote,votes
70287957,tt2183034,Earth to Echo,"Adventure, Family, Sci-Fi",91,Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius M. Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman, Roger Hewlett, Mary Pat Gleason, Marilyn Giacomazzi",2014,PG,"When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.","After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.",USA,English,2019-10-01,5.8,17812
60020892,tt0242445,Exit Wounds,"Action, Comedy, Crime",101,Andrzej Bartkowiak,"Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes, Matthew G. Taylor, Paolo Mastropietro, Shane Daly, Drag-On",2001,R,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.,"Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.","USA, Canada",English,2019-10-01,5.6,30815
60028097,tt0119215,Good Burger,"Comedy, Family",95,Brian Robbins,"Kel Mitchell, Kenan Thompson, Sinbad, Abe Vigoda, Shar Jackson, Dan Schneider, Jan Schweiterman, Ron Lester, Josh Server, Ginny Schreiber, Linda Cardellini, Shaquille O'Neal, George Clinton, Richard Haje, Robert Wuhl",1997,PG,Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.,"Two dim-witted teenagers are forced to save the fast food restaurant they work at from going out of business, despite a new-and-improved burger joint opening across the street that want to be the ""Top Dog"" in the fast food industry.",USA,English,2019-10-01,5.7,24443
70065112,tt0452625,Good Luck Chuck,"Comedy, Romance",96,Mark Helfrich,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse, Caroline Ford, Dane Cook, Chelan Simmons, Dan Fogler, Natalie Morris, Ellia English, Tseng Chang, Michael Teigen, Chiara Zanni, Benjamin Ayres, Carrie Anne Fleming",2007,UR,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.","In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love.","USA, Canada",English,2019-10-01,5.6,82597
70083108,tt0481536,Harold & Kumar Escape from Guantanamo Bay,"Adventure, Comedy",104,"Jon Hurwitz, Hayden Schlossberg","John Cho, Kal Penn, Rob Corddry, Jack Conley, Roger Bart, Neil Patrick Harris, Danneel Ackles, Eric Winter, Paula Garcés, Jon Reep, Missi Pyle, Mark Munoz, James Adomian, Beverly D'Angelo, Echo Valley",2008,R,Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.,"After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit.",USA,"English, Spanish, French",2019-10-01,6.6,126273
70184050,tt1657283,Honey 2,"Comedy, Drama, Music",110,Bille Woodruff,"Gee Alexander, Gerry Bednob, Aaron Benjamin, Ariana Berlin, Luke Broadlick, Kimberly Brooks, Kelly Connolly, Justin Deanda, Seychelle Gabriel, Laurieann Gibson, Brandon Gonzales, Kat Graham, Alexis Jordan, Mario Lopez, Kallie Loudon",2011,PG-13,"Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels.","Recently released from juvenile detention, talented dancer Maria Ramirez finds an outlet for her passion with a new dance crew.",USA,English,2019-10-01,5.3,6533
70095135,tt0448011,Knowing,"Action, Drama, Mystery",121,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering, Joshua Long, Danielle Carter, Alethea McGrath, David Lennie, Tamara Donnellan, Travis Waite, Ben Mendelsohn",2009,PG-13,An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,"USA, UK, Australia",English,2019-10-01,6.2,211578
81168340,tt0089574,Medium,"Horror, Mystery",98,Jacek Koprowicz,"Wladyslaw Kowalski, Michal Bajor, Jerzy Zelnik, Jerzy Stuhr, Grazyna Szapolowska, Jerzy Nowak, Ewa Dalkowska, Piotr Machalica, Ewa Kasprzyk, Henryk Bista, Zygmunt Zintel, Mariusz Benoit, Witold Debicki, Waldemar Gajewski, Elzbieta Goetel",1985,TV-MA,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.","Story of four people in Sopot in 1933, mysteriously brought together to an old villa to reenact a murder ritual that took place 36 years earlier.","Poland, West Germany",Polish,2019-10-01,6.7,400
60023597,tt0120912,Men in Black II,"Action, Adventure, Comedy",88,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross, Colombe Jacobsen-Derstine, Peter Spellos, Michael Rivkin, Michael Bailey Smith, Lenny Venito",2002,PG-13,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,USA,English,2019-10-01,6.2,323023
70058017,tt0481141,No Reservations,"Comedy, Drama, Romance",104,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe, Eric Silver, Arija Bareikis, John McMartin, Celia Weston, Zoë Kravitz, Matthew Rauch, Dearbhla Molloy",2007,PG,"Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.",The life of a top chef changes when she becomes the guardian of her young niece.,USA,English,2019-10-01,6.3,67566
70058024,tt0496806,Ocean's Thirteen,"Crime, Thriller",122,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Michael Mantell, Elliott Gould, Ray Xifo, Al Pacino, Adam Lazarre-White, Eddie Jemison, Don Cheadle, Shaobo Qin, Casey Affleck, Scott Caan, Bernie Mac, Carl Reiner",2007,PG-13,This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",USA,"English, Mandarin, Spanish, French",2019-10-01,6.9,302860
70011211,tt0349903,Ocean's Twelve,"Crime, Thriller",125,Steven Soderbergh,"Brad Pitt, Catherine Zeta-Jones, George Clooney, Ed Kross, Julia Roberts, Don Tiffany, Anne Jacques, David Sontag, Larry Sontag, Andy Garcia, Casey Affleck, Dina Connolly, Scott Caan, Nelson Peltz, Mini Anden",2004,PG-13,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam.",Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,USA,"English, Dutch, French, Italian, Mandarin",2019-10-01,6.5,337787
70020699,tt0081398,Raging Bull,"Biography, Drama, Sport",129,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono, Frank Topham, Lori Anne Flax, Charles Scorsese, Don Dunphy, Bill Hanrahan, Rita Bennett",1980,R,"This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons.",The life of boxer,USA,English,2019-10-01,8.2,296743
1181550,tt0120082,Scream 2,"Horror, Mystery",120,Wes Craven,"Jada Pinkett Smith, Omar Epps, Paulette Patterson, Rasila Schroeder, Heather Graham, Roger Jackson, Peter Deming, Molly Gross, Rebecca McFarland, Neve Campbell, Elise Neal, Liev Schreiber, Kevin Williamson, Sandy Heddings, Dave Allen Clark",1997,R,"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again.","Two years after the first series of murders, as Sydney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",USA,English,2019-10-01,6.2,148054
60001761,tt0088206,Supergirl,"Action, Adventure, Fantasy",124,Jeannot Szwarc,"Faye Dunaway, Helen Slater, Peter O'Toole, Hart Bochner, Mia Farrow, Brenda Vaccaro, Peter Cook, Simon Ward, Marc McClure, Maureen Teefy, David Healy, Sandra Dickinson, Robyn Mandell, Jenifer Landor, Diana Ricardo",1984,PG,"When she loses her city's vital power supply, Kryptonian Kara follows it to Earth in the hopes of retrieving it. Although gifted with powers like her cousin Superman, Kara struggles to defeat the evil Selena, who now controls the mighty object.","After losing a powerful orb, Kara Zor-El, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.","UK, USA",English,2019-10-01,4.4,17366
70041963,tt0348150,Superman Returns,"Action, Sci-Fi",154,Bryan Singer,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn, Tristan Lake Leabu, David Fabrizio, Ian Roberts, Vincent Stone, Jack Larson",2006,PG-13,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.","Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",USA,"English, German, French",2019-10-01,6.0,263165
70058025,tt0423294,Surf's Up,"Animation, Comedy, Family",85,"Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela, Ash Brannon, Chris Buck, Brian Posehn, Dana Belben, Reed Buck",2007,PG,This Oscar-nominated mockumentary goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,"A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.",USA,English,2019-10-01,6.7,64429
70128696,tt1038919,The Bounty Hunter,"Action, Comedy, Romance",110,Andy Tennant,"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland, Jason Kolotouros, Matt Malloy, Jason Sudeikis, Adam Rose, Christine Baranski, Dorian Missick, David Costabile, Lynda Gravatt, Peter Greene, Jeff Garlin, Siobhan Fallon Hogan",2010,PG-13,"Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole.","A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.",USA,"English, Ukrainian",2019-10-01,5.6,115030
70077542,tt0825232,The Bucket List,"Comedy, Drama",97,Rob Reiner,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Rob Morrow, Alfonso Freeman, Rowena King, Annton Berry Jr., Verda Bridges, Destiny Brownridge, Brian Copeland, Ian Anthony Dale, Jennifer Defrancisco, Angela Gardner, Noel Gugliemi",2007,PG-13,Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,USA,English,2019-10-01,7.4,218268
510854,tt0109813,The Flintstones,"Comedy, Family, Fantasy",91,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Richard Moll, Irwin Keyes, Jonathan Winters, Harvey Korman, Elaine Silver, Melanie Silver, Hlynur Sigurðsson",1994,PG,The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",USA,English,2019-10-01,4.9,71604
60000921,tt0158622,The Flintstones in Viva Rock Vegas,"Comedy, Family, Romance",90,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming, Harvey Korman, Alex Meneses, John Taylor, Tony Longo, Danny Woodburn, Taylor Negron, Jack McGee, David Jean Thomas",2000,PG,"Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.","In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople (Kristen Johnston) is pursued by playboy Chip Rockefeller (Thomas Gibson).",USA,English,2019-10-01,3.6,19984
70044605,tt0454921,The Pursuit of Happyness,"Biography, Drama",117,Gabriele Muccino,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer, Kevin West, George Cheung, David Michael Silverman, Domenic Bove, Geoff Callan, Joyful Raven, Scott Klace",2006,PG-13,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,USA,"English, Cantonese",2019-10-01,8.0,415051
18021979,tt0134067,The Rugrats Movie,"Animation, Adventure, Comedy",79,"Igor Kovalyov, Norton Virgien","Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Melanie Chartoff, Phil Proctor, Cree Summer, Mary Gross, Kevin McBride, Andrea Martin, Michael Bell, Tress MacNeille, Jack Riley, Busta Rhymes, Joe Alaskey, Cheryl Chase",1998,G,"When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.","Tommy, Chuckie, Phil and Lil gets lost in the forest after adopting a baby who has come to life.",USA,English,2019-10-01,5.9,17073
70020750,tt0367089,The Squid and the Whale,"Comedy, Drama",81,Noah Baumbach,"Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg, William Baldwin, David Benger, Anna Paquin, Molly Barton, Bo Berkman, Matthew Kaplan, Simon Kaplan, Matthew Kirsch, Daniella Markowicz, Elizabeth Meriwether, Ben Schrank",2005,R,This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,USA,English,2019-10-01,7.3,70783
70105596,tt0452694,The Time Traveler's Wife,"Drama, Fantasy, Romance",107,Robert Schwentke,"Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana, Katherine Trowell, Bart Bedford, Esther Jun, Matt Birman, Craig Snoyer, Rachel McAdams, Carly Street, Romyen Tangsubutra, Brooklynn Proulx, Jane McLean, Ron Livingston",2009,PG-13,"Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.","A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",USA,English,2019-10-01,7.1,134679
60037022,tt0117951,Trainspotting,Drama,93,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle, Kelly Macdonald, Peter Mullan, James Cosmo, Eileen Nicholas, Susan Vidler, Pauline Lynch, Shirley Henderson, Stuart McQuarrie, Irvine Welsh, Dale Winton",1996,R,"Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",UK,English,2019-10-01,8.1,601224
60034571,tt0332452,Troy,"Drama, History",163,Wolfgang Petersen,"Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis, Jacob Smith, Brad Pitt, John Shrapnel, Brendan Gleeson, Diane Kruger, Eric Bana, Orlando Bloom, Siri Svegler, Lucie Barat, Ken Bones, Manuel Cauchi",2004,R,"The love-struck Prince Paris of Troy kidnaps beauty Helen from her husband, setting the two nations on a collision course for war.","An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.","USA, Malta, UK",English,2019-10-01,7.2,461611
70053456,tt0488658,Unaccompanied Minors,"Adventure, Comedy, Family",90,Paul Feig,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Dyllan Christopher, Brett Kelly, Gia Mantegna, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaña, Jessica Walter, Rob Riggle, Michelle Sandler, David Koechner, B.J. Novak",2006,PG,"Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official.",A group of unaccompanied minors bond while snowed in at the midwestern Hoover International Airport during the holiday season and ultimately create a makeshift holiday themselves.,USA,"English, Spanish",2019-10-01,5.3,9814
80173150,tt5420886,Walking Out,"Adventure, Drama, Mystery",95,"Alex Smith, Andrew J. Smith","Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone, Ken White, Scott McMillion",2017,PG-13,"A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.","An urban teenager journeys to Montana to hunt big game with his estranged father. Father and son struggle to connect, until a brutal encounter in the heart of the wilderness changes everything.",USA,English,2019-10-01,5.8,5080
81012857,tt5814408,A Witches' Ball,Family,90,Justin G. Dyck,"Morgan Neundorf, Joey Fatone, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Nicholas Mason, Lisa Scenna, Ashley Rogan, Allison Edwards-Crewe, Peggy Calvert, Leo Valeri, Bruce Gram, Mariah Butt",2017,PG,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",A Witches' Ball is about a young witch who is ready to jump in feet first into the witching world but not before leaping over some magical hurdles along the way.,Canada,English,2018-10-01,5.2,222
70123116,tt1415252,Agyaat,"Drama, Horror, Mystery",130,Ram Gopal Varma,"Nithiin, Priyanka Kothari, Rasika Dugal, Gautam Rode, Ishrat Ali, Howard Rosemeyer, Ravi Kale, Kali Prasad Mukherjee, Ishtiyak Khan, Joy Fernandes, Adesh Bhardwaj, Vijay Vinayak Joshi",2009,TV-MA,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,India,Hindi,2018-10-01,2.9,559
70112494,tt1210042,Brooklyn's Finest,"Crime, Drama, Thriller",132,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Wass Stevens, Armando Riesco, Wade Allain-Marcus, Logan Marshall-Green",2009,R,"Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller.",Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.,USA,English,2018-10-01,6.7,58754
80215922,tt5270948,Chappaquiddick,"Drama, History, Thriller",106,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore, Gillian Mariner Gordon, Katie Henoch, Lexie Roth, Angela Hope Smith, Vince Tycer, Victor Warren",2017,PG-13,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,"Depicting Ted Kennedy's involvement in the fatal 1969 car accident that claims the life of a young campaign strategist, Mary Jo Kopechne.","USA, Sweden",English,2018-10-01,6.5,10244
70113305,tt1327035,Dev.D,"Comedy, Drama, Romance",144,Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin, Dibyendu Bhattacharya, Gurkirtan, Satwant Kaur, Parakh Madan, Kuldeep Sharma, Jimi the Quiff, Ammo 'Too Sweet', Sanjay Kumar, Sinbad Phgura, Aseem Sharma, Shena Gamat, Helen Jones",2009,TV-MA,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.","After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",India,"Hindi, Punjabi, English, French, Tamil",2018-10-01,8.0,26717
70181653,tt1703958,Ek Main Aur Ekk Tu,"Comedy, Drama, Romance",110,Shakun Batra,"Kareena Kapoor, Boman Irani, Imran Khan, Zenobia Shroff, Ram Kapoor, Ratna Pathak Shah, Manasi Scott, Mukul Chadda, Rajesh Khattar, Anju Mahendru, Akshat Verma, Bosco Martis, Ayesha DeVitre, Soniya Mehra, Avantika Malik Khan",2012,TV-14,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,A few drinks too many leads an uptight architect and quick-witted hairstylist to marry in Las Vegas. Can a mistake lead to friendship and love?,India,Hindi,2018-10-01,5.8,6082
80032474,tt3211048,Haani,"Family, Romance",138,Amitoj Mann,"Harbhajan Mann, Sarabjit Cheema, Mahreen Kaleka, Aashish Duggal, Anuj Sachdeva, Rupan Bal, Sonia Mann, Shveta Grover, Sardar Sohi, Naveed Akhtar, Gurbinder Sandhu, Anita Meet, Rupinder Rupi, Balwinder Singh Vicky, Dilkhush Thind",2013,TV-14,"When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.","Haani is a romantic saga spanning two different generations of a family. It tells the story of love, friendship and honor immortalized by commitment. The film simultaneously narrates 2 ...",India,Punjabi,2018-10-01,7.1,111
70127589,tt1524539,Harishchandrachi Factory,"Biography, Comedy, Drama",96,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Atharva Karve, Mohit Gokhale, Ketan Karande, Sandeep Mehta, Hrishikesh Joshi, Uday Lagoo, Shrirang Godbole, Dharmakirti Sumant, Lee Macsween, Hemu Adhikari, Siddarth Beninger, Anil Bhagwat, Mangesh Bhide",2009,TV-PG,"Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film.",In 1913 India's cinema industry is born from Dadasaheb Phalke's efforts to make,India,Marathi,2018-10-01,8.4,1819
80104130,tt4129428,Jagga Jasoos,"Action, Adventure, Comedy",161,Anurag Basu,"Ranbir Kapoor, Katrina Kaif, Saswata Chatterjee, Chitrak Bandyopadhyay, Sayani Gupta, Saravajeet Tiwari, Nawazuddin Siddiqui, Mir Sarwar, Jimmeey Sirole, Saurabh Shukla, Yulian Caesar, Sarika Singh, Bijou Thaangjam, Denzil Smith, Akshay Bhagat",2017,TV-14,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side.","Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.",India,Hindi,2018-10-01,6.4,8169
80032473,tt3732110,Jatt James Bond,Comedy,220,Rohit Jugraj,"Gippy Grewal, Zareen Khan, Gurpreet Ghuggi, Yashpal Sharma, Mukesh Rishi, Vindu Dara Singh, Avtar Gill, Shahbaaz Khan, Karamjit Anmol, Sardar Sohi, Ratan Aulakh, Balkar Sidhu, Jarnail Singh, Jatinder Lall, Razia Sukhbir",2014,TV-14,"Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.",Shinda was mistreated by his relatives therefore he finds other ways to have his love Laali. Shinda and his two other friends come up with a plan to solve all of their problems.,India,Punjabi,2018-10-01,6.7,578
70090035,tt0449994,Jodhaa Akbar,"Action, Drama, History",213,Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Surendra Pal, Rajesh Vivek, Pramod Moutho, Vishwa Mohan Badola, Manava Naik, Disha Vakani, Dilnaz Irani",2008,TV-14,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.",India,"Hindi, Urdu",2018-10-01,7.6,27568
81024713,tt4678200,Judge Singh LLB,Drama,137,Atharv Baluja,"Anita Devgan, Hardeep Gill, Ravinder Grewal, Parjesh Kapil, Surbhi Mahendru, Harpal Singh Pali, Chandan Prabhakar, B.N. Sharma, Vandana Singh, Sardar Sohi",2015,TV-14,"Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.",Revolves around the judicial system of India which is under the control of corrupt leaders.,India,Punjabi,2018-10-01,7.4,182
70117268,tt1274295,Kaminey,"Action, Crime, Drama",130,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Tenzing Nima, Hrishikesh Joshi, Rajatabha Dutta, Harish Khanna, Carlos Paca, Eric Santos, Amole Gupte, Sagar, Samrat, Vijay Raj",2009,TV-MA,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.","The desperate lives of two estranged twin brothers converge over missing drugs, politics, racial prejudice, corrupt cops and an unplanned pregnancy.",India,"Hindi, Marathi, Bengali, English, Portuguese",2018-10-01,7.4,15707
70303428,tt3554418,Khoobsurat,"Comedy, Romance",130,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kiron Kher, Ashok Banthia, Rishab Chadha, Amir Raza Hussain, Aditi Rao Hydari, Badrul Islam, Simran Jehani, Krishnakant Keni, Kaizaad Kotwal, Suraj Mukherjee, Cyrus Sahukar, Yashwant Singh",2014,TV-14,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.,India,Hindi,2018-10-01,6.4,6986
70125882,tt1372266,Kisaan,"Action, Crime, Drama",100,Puneet Sira,"Jackie Shroff, Sohail Khan, Arbaaz Khan, Nauheed Cyrusi, Dia Mirza, Sharat Saxena, Vishwajeet Pradhan, Dalip Tahil, Sarfaraz Khan, Dwij Yadav, Nassar Abdulla, Malkeet Rauni, Romeo Sharma",2009,TV-14,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,"Widower farmer, Dayal Singh, based in Palheri in the District of Chandigarh, witnesses the exploitation of farmers at the hands of Zamindars. He decides to send his elder son, Aman, to the ...",India,Hindi,2018-10-01,5.4,256
70101039,tt1105733,Kismat Konnection,"Comedy, Drama, Romance",153,Aziz Mirza,"Shahid Kapoor, Vidya Balan, Vishal Malhotra, Om Puri, Himani Shivpuri, Haidar Ali, Shehnaz Anand, Juhi Chawla, Karanvir Bohra, Amit Varma, Dimple Sharma, Hyder Ali, Boman Irani, Shah Rukh Khan, Liliia Sverginsky",2008,TV-PG,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed.","A luckless architect discovers a social activist to be his lucky charm. Unfortunately, she's protecting the community center he's aiming to win a contract to tear down.",India,Hindi,2018-10-01,5.2,4895
